ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
OZPH,2025-09-09,11:30,Озон Фармацевтика намерена закупать стеклянную медтару у китайской Cangzhou Four Stars Glass,https://smart-lab.ru/blog/1202602.php,56.39,56.54,56.77,55.86,55.71,57.3,56.65,58.69,57.96,56.78,55.76,55.94,54.89,56.38,55.59,54.41,54.18,52.81,53.07,52.7,52.37,51.97,51.73,52.1,52.16,52.2,50.91,50.45,51.0,51.83,52.21,57.09257918726646,1.25
OZPH,2025-09-15,9:49,Озон Фармацевтика объявляет о выходе на рынок нового препарата Иммунотрезан — компания,https://smart-lab.ru/blog/1204791.php,54.64,55.13,55.03,55.76,56.43,56.54,56.77,55.86,55.71,57.3,56.65,58.69,57.96,56.78,55.76,55.94,54.89,56.38,55.59,54.41,54.18,52.81,53.07,52.7,52.37,51.97,51.73,52.1,52.16,52.2,50.91,54.66159706642112,0.04
