ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
AQUA,2025-09-09,17:40,"Русский лосось возобновил поставки рыбопродукции после десятилетнего перерыва || В SberCIB понизили таргет по акциям Инарктики c 1000 ₽ до 770 ₽, сохранив прежнюю оценку ""покупать""",https://smart-lab.ru/blog/1202785.php || https://smart-lab.ru/blog/1202824.php,599.0,597.0,598.0,600.0,579.0,589.5,604.5,626.5,633.5,633.0,631.0,629.5,622.0,636.0,640.5,645.0,647.5,648.5,653.5,653.0,633.0,622.5,616.5,624.5,613.0,606.5,599.5,600.0,600.0,602.5,603.0,599.8274552571825,0.14
AQUA,2025-10-31,15:33,"Депутат Миронов предложил ввести ""рыбный"" четверг и продавать рыбу в этот день в магазинах со скидкой 50% || Сенатор Двойных: РФ полностью себя обеспечивает рыбной продукцией. Сегодня мы пожинаем плоды непростых для страны лет, когда в советские годы качество рыбной продукции было низкого уровня",https://smart-lab.ru/blog/1224668.php || https://smart-lab.ru/blog/1224827.php,494.0,506.0,509.5,497.0,503.0,507.5,509.5,514.5,533.0,528.0,537.5,505.5,505.5,511.5,511.0,512.5,520.5,538.5,540.0,526.5,533.0,535.5,542.0,545.5,552.0,546.0,554.0,549.0,557.0,556.5,567.0,492.3116067987665,-0.34
