ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
VSEH,2025-09-11,15:52,12 сентября не допускаются сделки с акциями ВИ.ру в утреннюю торговую сессию — Мосбиржа,https://smart-lab.ru/blog/1203708.php,77.15,79.47,80.05,78.78,78.34,78.21,77.84,78.27,79.0,78.94,79.57,79.79,76.64,76.75,75.99,77.49,78.12,77.96,78.16,78.72,78.64,78.94,78.64,77.56,77.15,76.4,76.16,75.59,74.69,75.15,75.25,77.07210281968318,-0.1
VSEH,2025-10-31,10:56,"📈В акциях ВИ.ру началось ошеломляющее ралли: +5,4% и 65,3 руб. Видимо это результат очередной конференции Смартлаба",https://smart-lab.ru/blog/1224677.php,65.07,61.55,61.27,61.35,62.82,63.02,63.77,64.21,66.11,65.92,66.2,62.62,62.25,62.89,61.68,62.72,61.91,63.33,62.68,61.5,62.04,65.24,67.03,66.93,69.16,69.75,69.27,68.42,69.56,70.21,70.91,64.63510815941363,-0.67
