ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
EUTR,2025-11-27,8:32,"Продажи бензина на АЗС всё ещё имеют отрицательную маржу: около минус 2 руб/л для АИ-92, минус 0,7 руб/л для АИ-95 и 1,6 руб/л для дизтоплива — ТАСС со ссылкой на Петромаркет || Продажи бензина на АЗС всё ещё имеют отрицательную маржу: около минус 2 руб/л для АИ-92, минус 0,7 руб/л для АИ-95 и 1,6 руб/л для дизтоплива — ТАСС со ссылкой на Петромаркет || Продажи бензина на АЗС всё ещё имеют отрицательную маржу: около минус 2 руб/л для АИ-92, минус 0,7 руб/л для АИ-95 и 1,6 руб/л для дизтоплива — ТАСС со ссылкой на Петромаркет || Продажи бензина на АЗС всё ещё имеют отрицательную маржу: около минус 2 руб/л для АИ-92, минус 0,7 руб/л для АИ-95 и 1,6 руб/л для дизтоплива — ТАСС со ссылкой на Петромаркет",https://smart-lab.ru/blog/1235570.php || https://smart-lab.ru/blog/1235570.php || https://smart-lab.ru/blog/1235570.php || https://smart-lab.ru/blog/1235570.php,132.7,130.45,131.3,129.25,126.0,123.55,125.35,126.45,126.75,126.9,126.5,126.4,125.3,126.9,126.75,125.3,124.15,125.2,123.5,122.4,121.5,124.35,125.3,129.8,133.15,135.75,143.6,143.0,137.05,138.0,140.05,132.42462107682908,-0.21
