ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
MSNG,2025-11-24,10:03,Власти Москвы инициировали обсуждение вопроса о строительстве еще двух энергоблоков на базе столичной ТЭЦ-25 Мосэнерго — Ъ,https://smart-lab.ru/blog/1233951.php,1.9905,1.9775,2.0025,1.9895,1.909,1.849,1.869,1.8715,1.8795,1.8865,1.8785,1.888,1.8715,1.873,1.884,1.862,1.8605,1.886,1.8855,1.912,1.899,1.929,1.978,2.032,2.0,2.0105,1.971,1.95,1.865,1.8485,1.889,1.9740870187754735,-0.82
