ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
UPRO,2025-11-27,9:22,"Акции ДОМ.РФ, Озона и ЦИАНа с 19 декабря войдут в Индекс МосБиржи, Юнипро исключат, в базу Индекса голубых фишек войдут акции Озона и ВТБ — Мосбиржа меняет базы расчета Индексов || Акции ДОМ.РФ, Озона и ЦИАНа с 19 декабря войдут в Индекс МосБиржи, Юнипро исключат, в базу Индекса голубых фишек войдут акции Озона и ВТБ — Мосбиржа меняет базы расчета Индексов",https://smart-lab.ru/blog/1235602.php || https://smart-lab.ru/blog/1235602.php,1.484,1.457,1.475,1.416,1.375,1.354,1.364,1.382,1.388,1.399,1.398,1.407,1.383,1.384,1.411,1.395,1.39,1.428,1.371,1.369,1.355,1.386,1.407,1.411,1.437,1.53,1.506,1.492,1.356,1.353,1.382,1.4685622422358076,-1.04
