ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
NLMK,2025-09-12,10:47,"В августе в России произведено 4 млн т чугуна, 5,5 млн т стали, 4,9 млн то проката и 0,9 млн то труб, что на 6,8%, 4,5%, 2,3% и 18,3% меньше, чем годом ранее — данные Чермет",https://smart-lab.ru/blog/1204003.php,117.5,120.5,123.66,120.42,118.82,118.1,118.2,115.88,116.62,118.8,119.28,123.2,120.7,120.3,122.2,121.5,126.58,128.58,130.8,132.12,130.4,127.26,128.1,128.12,122.86,116.46,114.02,111.58,111.74,110.94,110.34,117.28109170423606,-0.19
NLMK,2025-11-27,7:36,"Российские металлурги увеличили экспорт арматурного проката за 9 мес 2025 года на 60% г/г до 2,5 млн т — Ъ || Российские металлурги увеличили экспорт арматурного проката за 9 мес 2025 года на 60% г/г до 2,5 млн т — Ъ",https://smart-lab.ru/blog/1235550.php || https://smart-lab.ru/blog/1235550.php,105.44,105.06,105.34,101.5,99.5,97.0,99.34,100.26,101.36,102.46,99.88,100.26,98.86,99.4,100.14,98.26,97.84,99.54,98.12,98.64,95.04,97.18,99.38,99.66,101.68,104.34,105.08,104.32,97.08,97.94,100.0,105.28828586662561,-0.14
