ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
KMAZ,2025-11-27,13:21,"Первый предсерийный экземпляр российского электромобиля ""Атом"" выпущен на площадке столичного ""Москвича"" — Интерфакс || Первый предсерийный экземпляр российского электромобиля ""Атом"" выпущен на площадке столичного ""Москвича"" — Интерфакс || Первый предсерийный экземпляр российского электромобиля ""Атом"" выпущен на площадке столичного ""Москвича"" — Интерфакс || Первый предсерийный экземпляр российского электромобиля ""Атом"" выпущен на площадке столичного ""Москвича"" — Интерфакс",https://smart-lab.ru/blog/1235747.php || https://smart-lab.ru/blog/1235747.php || https://smart-lab.ru/blog/1235747.php || https://smart-lab.ru/blog/1235747.php,84.2,82.3,82.6,82.6,80.7,80.7,83.2,81.2,81.2,81.6,81.2,81.2,81.0,81.3,81.1,80.5,80.5,81.4,80.6,80.4,79.9,81.7,82.2,82.9,82.4,84.5,81.9,83.2,79.5,80.6,81.9,84.03739781010113,-0.19
