ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
CBOM,2025-11-27,12:31,"В настоящее время повышение ставок по банковским вкладам в основном точечное и затрагивает депозиты сроком до 3-6 месяцев — Ъ || Чистая прибыль Совкомбанка по РСБУ за 10 мес 2025г снизилась в 1,7 раза г/г до  ₽18,96 млрд — Интерфакс || В настоящее время повышение ставок по банковским вкладам в основном точечное и затрагивает депозиты сроком до 3-6 месяцев — Ъ || Чистая прибыль Совкомбанка по РСБУ за 10 мес 2025г снизилась в 1,7 раза г/г до  ₽18,96 млрд — Интерфакс || В настоящее время повышение ставок по банковским вкладам в основном точечное и затрагивает депозиты сроком до 3-6 месяцев — Ъ || Чистая прибыль Совкомбанка по РСБУ за 10 мес 2025г снизилась в 1,7 раза г/г до  ₽18,96 млрд — Интерфакс || В настоящее время повышение ставок по банковским вкладам в основном точечное и затрагивает депозиты сроком до 3-6 месяцев — Ъ || Чистая прибыль Совкомбанка по РСБУ за 10 мес 2025г снизилась в 1,7 раза г/г до  ₽18,96 млрд — Интерфакс",https://smart-lab.ru/blog/1235549.php || https://smart-lab.ru/blog/1235722.php || https://smart-lab.ru/blog/1235549.php || https://smart-lab.ru/blog/1235722.php || https://smart-lab.ru/blog/1235549.php || https://smart-lab.ru/blog/1235722.php || https://smart-lab.ru/blog/1235549.php || https://smart-lab.ru/blog/1235722.php,7.767,8.27,7.948,7.464,7.175,6.826,6.932,7.025,6.933,7.03,6.877,6.703,6.575,6.66,6.776,6.585,6.532,6.695,6.603,6.601,6.521,6.516,6.732,7.016,7.119,7.275,7.151,6.809,6.351,6.384,6.549,7.778283149708248,0.15
