ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
TRNFP,2025-09-12,13:00,"5 акций под снижение ключевой ставки от аналитиков Газпромбанк Инвестиции: Т-Технологии, Мать и Дитя, Транснефть, Ленэнерго-прив., МТС",https://smart-lab.ru/blog/1204083.php,1311.2,1314.6,1328.0,1344.0,1343.8,1327.6,1317.2,1318.6,1313.6,1314.6,1299.2,1311.0,1309.2,1319.4,1322.4,1312.6,1330.0,1337.4,1340.4,1343.4,1337.2,1342.0,1341.6,1346.0,1357.4,1342.6,1330.6,1319.0,1316.8,1311.0,1285.2,1307.5737204501108,-0.28
TRNFP,2025-11-27,15:14,"Мы ожидаем, что результаты Транснефти за 3кв25 практически не изменятся относительно 2кв25: выручка 356 млрд ₽, EBITDA 148 млрд ₽, чистая прибыль 73 млрд ₽ - Ренессанс Капитал || Мы ожидаем, что результаты Транснефти за 3кв25 практически не изменятся относительно 2кв25: выручка 356 млрд ₽, EBITDA 148 млрд ₽, чистая прибыль 73 млрд ₽ - Ренессанс Капитал",https://smart-lab.ru/blog/1235815.php || https://smart-lab.ru/blog/1235815.php,1308.6,1291.8,1306.6,1275.6,1250.6,1244.6,1258.0,1263.0,1260.2,1276.2,1264.2,1267.8,1258.8,1248.0,1241.4,1227.2,1219.4,1233.0,1226.6,1216.0,1200.4,1227.6,1246.0,1257.6,1277.4,1296.8,1289.4,1292.6,1228.0,1215.6,1229.8,1308.0437262618095,-0.04
