ticker,date,time,news,news_url,T,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T+1,pct_change
APTK,2025-09-09,17:03,"Аптеки 36.6 и Горздрав в январе-июне заработали 51,1 млрд руб",https://smart-lab.ru/blog/1202806.php,9.56,9.44,9.39,9.44,9.386,9.534,9.544,9.616,9.606,9.612,9.576,9.68,9.624,9.73,9.788,9.676,9.64,9.68,9.696,9.632,9.644,9.518,9.392,9.328,9.286,9.186,9.188,9.232,9.24,9.254,9.24,9.581180389695398,0.22
